ID_IEK,FamilyTypeName,Mode,Цена,ADSK_Наименование,ADSK_Код изделия,ADSK_Завод-изготовитель,ADSK_Единица измерения,ADSK_Масса_Текст,Длина изделия,Размер,Высота,Ширина,Длина
#504010201017,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,175.6725,"Лоток перфорированный 35х50х3000, 0,7мм",CLP10-035-050-070-3,IEK,м,-,3,35х50х3000,35,50,3000
#504010201018,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,210.315,"Лоток перфорированный 35х100х3000, 0,7мм",CLP10-035-100-070-3,IEK,м,-,3,35х100х3000,35,100,3000
#504010201019,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,272.2425,"Лоток перфорированный 35х150х3000, 0,7мм",CLP10-035-150-070-3,IEK,м,-,3,35х150х3000,35,150,3000
#504010201020,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,305.4075,"Лоток перфорированный 35х200х3000, 0,7мм",CLP10-035-200-070-3,IEK,м,-,3,35х200х3000,35,200,3000
#504010201021,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,325.5,"Лоток перфорированный 35х300х3000, 0,8мм",CLP10-035-300-080-3,IEK,м,-,3,35х300х3000,35,300,3000
#504010201022,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,160.6125,Лоток перфорированный 50х50х3000 ИЭК,CLP10-050-050-3,IEK,м,-,3,50х50х3000 ,50,50,3000
#504010201023,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,205.11,Лоток перфорированный 50х100х3000 ИЭК,CLP10-050-100-3,IEK,м,-,3,50х100х3000,50,100,3000
#504010201024,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,240,Лоток перфорированный 50х150х3000 ИЭК,CLP10-050-150-3,IEK,м,-,3,50х150х3000,50,150,3000
#504010201025,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,296.0625,Лоток перфорированный 50х200х3000 ИЭК,CLP10-050-200-3,IEK,м,-,3,50х200х3000,50,200,3000
#504010201026,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,354.315,Лоток перфорированный 50х300х3000 ИЭК,CLP10-050-300-3,IEK,м,-,3,50х300х3000,50,300,3000
#504010201027,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,585.3825,Лоток перфорированный 50х400х3000 ИЭК,CLP10-050-400-3,IEK,м,-,3,50х400х3000,50,400,3000
#504010201028,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,739.155,Лоток перфорированный 50х500х3000 ИЭК,CLP10-050-500-3,IEK,м,-,3,50х500х3000,50,500,3000
#504010201029,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,954.1575,Лоток перфорированный 50х600х3000 IEK,CLP10-050-600-3,IEK,м,-,3,50х600х3000,50,600,3000
#504010201030,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,276.435,Лоток перфорированный 80х80х3000 ИЭК,CLP10-080-080-3,IEK,м,-,3,80х80х3000 ,80,80,3000
#504010201031,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,333.5625,Лоток перфорированный 80х100х3000 ИЭК,CLP10-080-100-3,IEK,м,-,3,80х100х3000,80,100,3000
#504010201032,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,405.315,Лоток перфорированный 80х150х3000 ИЭК,CLP10-080-150-3,IEK,м,-,3,80х150х3000,80,150,3000
#504010201033,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,460.3575,Лоток перфорированный 80х200х3000 ИЭК,CLP10-080-200-3,IEK,м,-,3,80х200х3000,80,200,3000
#504010201034,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,563.7,Лоток перфорированный ESCA 80х300х3000 IEK,CLP10-080-300-3,IEK,м,-,3,80x300x3000,80,300,3000
#504010201035,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,758.9175,Лоток перфорированный ESCA 80х400х3000 IEK,CLP10-080-400-3,IEK,м,-,3,80x400x3000,80,400,3000
#504010201036,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,1008.54,Лоток перфорированный 80х500х3000 ИЭК,CLP10-080-500-3,IEK,м,-,3,80х500х3000,80,500,3000
#504010201037,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,1236.9825,Лоток перфорированный 80х600х3000 IEK,CLP10-080-600-3,IEK,м,-,3,80х600х3000,80,600,3000
#504010201038,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,382.755,Лоток перфорированный 100х100х3000 ИЭК,CLP10-100-100-3,IEK,м,-,3,100х100х3000,100,100,3000
#504010201039,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,501.6825,Лоток перфорированный 100х150х3000 ИЭК,CLP10-100-150-3,IEK,м,-,3,100х150х3000,100,150,3000
#504010201040,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,567.975,Лоток перфорированный 100х200х3000 ИЭК,CLP10-100-200-3,IEK,м,-,3,100х200х3000,100,200,3000
#504010201041,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,783.1125,Лоток перфорированный ESCA 100х300х3000 IEK,CLP10-100-300-3,IEK,м,-,3,100x300x3000,100,300,3000
#504010201042,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,1103.205,Лоток перфорированный ESCA 100х400х3000 IEK,CLP10-100-400-3,IEK,м,-,3,100x400x3000,100,400,3000
#504010201043,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,1193.4375,Лоток перфорированный 100х500х3000 ИЭК,CLP10-100-500-3,IEK,м,-,3,100х500х3000,100,500,3000
#504010201044,IEK_PF_Лоток перфорированный DEFAULT_L=3000,OS,1264.17,Лоток перфорированный 100х600х3000 IEK,CLP10-100-600-3,IEK,м,-,3,100х600х3000,100,600,3000
#504010201045,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,160.6125,Лоток перфорированный 50х50х2000 IEK,CLP10-050-050-2,IEK,м,-,2,50х50х2000,50,50,2000
#504010201046,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,205.11,Лоток перфорированный 50х100х2000 IEK,CLP10-050-100-2,IEK,м,-,2,50х100х2000,50,100,2000
#504010201047,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,240,Лоток перфорированный 50х150х2000 IEK,CLP10-050-150-2,IEK,м,-,2,50х150х2000,50,150,2000
#504010201048,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,296.0625,Лоток перфорированный 50х200х2000 IEK,CLP10-050-200-2,IEK,м,-,2,50х200х2000,50,200,2000
#504010201049,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,354.315,Лоток перфорированный 50х300х2000 IEK,CLP10-050-300-2,IEK,м,-,2,50х300х2000,50,300,2000
#504010201050,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,585.39,Лоток перфорированный 50х400х2000 IEK,CLP10-050-400-2,IEK,м,-,2,50х400х2000,50,400,2000
#504010201051,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,739.155,Лоток перфорированный 50х500х2000 IEK,CLP10-050-500-2,IEK,м,-,2,50х500х2000,50,500,2000
#504010201052,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,954.165,Лоток перфорированный 50х600х2000 IEK,CLP10-050-600-2,IEK,м,-,2,50х600х2000,50,600,2000
#504010201053,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,276.435,Лоток перфорированный 80х80х2000 IEK,CLP10-080-080-2,IEK,м,-,2,80х80х2000 ,80,80,2000
#504010201054,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,333.57,Лоток перфорированный 80х100х2000 ИЭК,CLP10-080-100-2,IEK,м,-,2,80х100х2000,80,100,2000
#504010201055,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,405.315,Лоток перфорированный 80х150х2000 IEK,CLP10-080-150-2,IEK,м,-,2,80х150х2000,80,150,2000
#504010201056,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,460.3575,Лоток перфорированный 80х200х2000 IEK,CLP10-080-200-2,IEK,м,-,2,80х200х2000,80,200,2000
#504010201057,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,563.7,Лоток перфорированный 80х300х2000 IEK,CLP10-080-300-2,IEK,м,-,2,80х300х2000,80,300,2000
#504010201058,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,758.9175,Лоток перфорированный 80х400х2000 IEK,CLP10-080-400-2,IEK,м,-,2,80х400х2000,80,400,2000
#504010201059,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,1008.54,Лоток перфорированный 80х500х2000 IEK,CLP10-080-500-2,IEK,м,-,2,80х500х2000,80,500,2000
#504010201060,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,1236.9825,Лоток перфорированный 80х600х2000 IEK,CLP10-080-600-2,IEK,м,-,2,80х600х2000,80,600,2000
#504010201061,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,382.755,Лоток перфорированный 100х100х2000 IEK,CLP10-100-100-2,IEK,м,-,2,100х100х2000,100,100,2000
#504010201062,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,501.69,Лоток перфорированный 100х150х2000 IEK,CLP10-100-150-2,IEK,м,-,2,100х150х2000,100,150,2000
#504010201063,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,567.975,Лоток перфорированный 100х200х2000 IEK,CLP10-100-200-2,IEK,м,-,2,100х200х2000,100,200,2000
#504010201064,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,783.12,Лоток перфорированный 100х300х2000 IEK,CLP10-100-300-2,IEK,м,-,2,100х300х2000,100,300,2000
#504010201065,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,1103.205,Лоток перфорированный 100х400х2000 IEK,CLP10-100-400-2,IEK,м,-,2,100х400х2000,100,400,2000
#504010201066,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,1193.4375,Лоток перфорированный 100х500х2000 IEK,CLP10-100-500-2,IEK,м,-,2,100х500х2000,100,500,2000
#504010201067,IEK_PF_Лоток перфорированный DEFAULT_L=2000,OS,1264.17,Лоток перфорированный 100х600х2000 IEK,CLP10-100-600-2,IEK,м,-,2,100х600х2000,100,600,2000
#504010201068,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=0,55",OS,118.62,"Лоток перфорированный 50х50х3000х0,55 IEK",CLP10-050-050-055-3,IEK,м,-,3,50х50х3000,50,50,3000
#504010201069,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=0,55",OS,150.975,"Лоток перфорированный 50х100х3000х0,55 IEK",CLP10-050-100-055-3,IEK,м,-,3,50х100х3000,50,100,3000
#504010201070,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=0,55",OS,181.3425,"Лоток перфорированный 50х150х3000х0,55 IEK",CLP10-050-150-055-3,IEK,м,-,3,50х150х3000,50,150,3000
#504010201071,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=0,55",OS,207,"Лоток перфорированный 50х200х3000х0,55 IEK",CLP10-050-200-055-3,IEK,м,-,3,50х200х3000,50,200,3000
#504010201072,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=0,55",OS,242.4,"Лоток перфорированный 50х300х3000-0,55 IEK",CLP10-050-300-055-3,IEK,м,-,3,50х300х3000,50,300,3000
#504010201073,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,228.885,"Лоток перфорированный 50х50х3000-1,0 IEK",CLP10-050-050-100-3,IEK,м,-,3,50х50х3000,50,50,3000
#504010201074,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,308.1,"Лоток перфорированный 50х100х3000-1,0 IEK",CLP10-050-100-100-3,IEK,м,-,3,50х100х3000,50,100,3000
#504010201075,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,336.855,"Лоток перфорированный 50х150х3000-1,0 IEK",CLP10-050-150-100-3,IEK,м,-,3,50х150х3000,50,150,3000
#504010201076,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,395.9475,"Лоток перфорированный 50х200х3000-1,0 IEK",CLP10-050-200-100-3,IEK,м,-,3,50х200х3000,50,200,3000
#504010201077,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,510.7875,"Лоток перфорированный 50х300х3000-1,0 IEK",CLP10-050-300-100-3,IEK,м,-,3,50х300х3000,50,300,3000
#504010201078,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,368.4375,"Лоток перфорированный 80х80х3000-1,0 IEK",CLP10-080-080-100-3,IEK,м,-,3,80х80х3000,80,80,3000
#504010201079,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,395.055,"Лоток перфорированный 80х100х3000-1,0 IEK",CLP10-080-100-100-3,IEK,м,-,3,80х100х3000,80,100,3000
#504010201080,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,460.4925,"Лоток перфорированный 80х150х3000-1,0 IEK",CLP10-080-150-100-3,IEK,м,-,3,80х150х3000,80,150,3000
#504010201081,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,528.4275,"Лоток перфорированный 80х200х3000-1,0 IEK",CLP10-080-200-100-3,IEK,м,-,3,80х200х3000,80,200,3000
#504010201082,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,658.2075,"Лоток перфорированный 80х300х3000-1,0 IEK",CLP10-080-300-100-3,IEK,м,-,3,80х300х3000,80,300,3000
#504010201083,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,474.96,"Лоток перфорированный 100х100х3000-1,0 IEK",CLP10-100-100-100-3,IEK,м,-,3,100х100х3000,100,100,3000
#504010201084,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,544.5075,"Лоток перфорированный 100х150х3000-1,0 IEK",CLP10-100-150-100-3,IEK,м,-,3,100х150х3000,100,150,3000
#504010201085,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,0",OS,614.475,"Лоток перфорированный 100х200х3000-1,0 IEK",CLP10-100-200-100-3,IEK,м,-,3,100х200х3000,100,200,3000
#504010201001,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,303,"Лоток перфорированный 50х50х3000-1,2 IEK",CLP10-050-050-120-3,IEK,м,-,3,50х50х3000,50,50,3000
#504010201002,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,374.8875,"Лоток перфорированный 50х100х3000-1,2 IEK",CLP10-050-100-120-3,IEK,м,-,3,50х100х3000,50,100,3000
#504010201003,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,401.1825,"Лоток перфорированный 50х150х3000-1,2 IEK",CLP10-050-150-120-3,IEK,м,-,3,50х150х3000,50,150,3000
#504010201004,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,470.4825,"Лоток перфорированный 50х200х3000-1,2 IEK",CLP10-050-200-120-3,IEK,м,-,3,50х200х3000,50,200,3000
#504010201005,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,608.775,"Лоток перфорированный 50х300х3000-1,2 IEK",CLP10-050-300-120-3,IEK,м,-,3,50х300х3000,50,300,3000
#504010201006,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,742.3275,"Лоток перфорированный 50х400х3000-1,2 IEK",CLP10-050-400-120-3,IEK,м,-,3,50х400х3000,50,400,3000
#504010201007,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,438.0225,"Лоток перфорированный 80х80х3000-1,2 IEK",CLP10-080-080-120-3,IEK,м,-,3,80х80х3000,80,80,3000
#504010201008,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,469.6275,"Лоток перфорированный 80х100х3000-1,2 IEK",CLP10-080-100-120-3,IEK,м,-,3,80х100х3000,80,100,3000
#504010201009,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,548.325,"Лоток перфорированный 80х150х3000-1,2 IEK",CLP10-080-150-120-3,IEK,м,-,3,80х150х3000,80,150,3000
#504010201010,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,627.84,"Лоток перфорированный 80х200х3000-1,2 IEK",CLP10-080-200-120-3,IEK,м,-,3,80х200х3000,80,200,3000
#504010201011,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,784.1625,"Лоток перфорированный 80х300х3000-1,2 IEK",CLP10-080-300-120-3,IEK,м,-,3,80х300х3000,80,300,3000
#504010201012,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,834.99,"Лоток перфорированный 80х400х3000-1,2 IEK",CLP10-080-400-120-3,IEK,м,-,3,80х400х3000,80,400,3000
#504010201013,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,637.275,"Лоток перфорированный 100х100х3000-1,2 IEK",CLP10-100-100-120-3,IEK,м,-,3,100х100х3000,100,100,3000
#504010201014,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,648.045,"Лоток перфорированный 100х150х3000-1,2 IEK",CLP10-100-150-120-3,IEK,м,-,3,100х150х3000,100,150,3000
#504010201015,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,732.0075,"Лоток перфорированный 100х200х3000-1,2 IEK",CLP10-100-200-120-3,IEK,м,-,3,100х200х3000,100,200,3000
#504010201016,"IEK_PF_Лоток перфорированный DEFAULT_L=3000_t=1,2",OS,890.0925,"Лоток перфорированный 100х300х3000-1,2 IEK",CLP10-100-300-120-3,IEK,м,-,3,100х300х3000,100,300,3000
#504010202001,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,564.25,Лоток перфорированный 50х50х3000 IEK HDZ,CLP10-050-050-3-M-HDZ,IEK,м,-,3,50х50х3000,50,50,3000
#504010202002,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,706.89,Лоток перфорированный 50х100х3000 IEK HDZ,CLP10-050-100-3-M-HDZ,IEK,м,-,3,50х100х3000,50,100,3000
#504010202003,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,861.94,Лоток перфорированный 50х150х3000 IEK HDZ,CLP10-050-150-3-M-HDZ,IEK,м,-,3,50х150х3000,50,150,3000
#504010202004,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1007.25,Лоток перфорированный 50х200х3000 IEK HDZ,CLP10-050-200-3-M-HDZ,IEK,м,-,3,50х200х3000,50,200,3000
#504010202005,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1490.84,Лоток перфорированный 50х300х3000 IEK HDZ,CLP10-050-300-3-M-HDZ,IEK,м,-,3,50х300х3000,50,300,3000
#504010202006,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1636.24,Лоток перфорированный 50х400х3000 IEK HDZ,CLP10-050-400-3-M-HDZ,IEK,м,-,3,50х400х3000,50,400,3000
#504010202007,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,2303.88,Лоток перфорированный 50х500х3000 IEK HDZ,CLP10-050-500-3-M-HDZ,IEK,м,-,3,50х500х3000,50,500,3000
#504010202008,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,2874.95,Лоток перфорированный 50х600х3000 HDZ IEK,CLP10-050-600-3-M-HDZ,IEK,м,-,3,50х600х3000,50,600,3000
#504010202009,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,857.34,Лоток перфорированный 80х80х3000 HDZ IEK,CLP10-080-080-3-M-HDZ,IEK,м,-,3,80х80х3000 ,80,80,3000
#504010202010,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,902.46,Лоток перфорированный 80х100х3000 IEK HDZ,CLP10-080-100-3-M-HDZ,IEK,м,-,3,80х100х3000,80,100,3000
#504010202011,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1086.64,Лоток перфорированный 80х150х3000 IEK HDZ,CLP10-080-150-3-M-HDZ,IEK,м,-,3,80х150х3000,80,150,3000
#504010202012,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1078.78,Лоток перфорированный 80х200х3000 IEK HDZ,CLP10-080-200-3-M-HDZ,IEK,м,-,3,80х200х3000,80,200,3000
#504010202013,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1336.69,Лоток перфорированный 80х300х3000 IEK HDZ,CLP10-080-300-3-M-HDZ,IEK,м,-,3,80х300х3000,80,300,3000
#504010202014,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1917.13,Лоток перфорированный 80х400х3000 IEK HDZ,CLP10-080-400-3-M-HDZ,IEK,м,-,3,80х400х3000,80,400,3000
#504010202015,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,2471.22,Лоток перфорированный 80х500х3000 IEK HDZ,CLP10-080-500-3-M-HDZ,IEK,м,-,3,80х500х3000,80,500,3000
#504010202016,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,3259.33,Лоток перфорированный 80х600х3000 HDZ IEK,CLP10-080-600-3-M-HDZ,IEK,м,-,3,80х600х3000,80,600,3000
#504010202017,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1244.81,Лоток перфорированный 100х100х3000 IEK HDZ,CLP10-100-100-3-M-HDZ,IEK,м,-,3,100х100х3000,100,100,3000
#504010202018,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1428.84,Лоток перфорированный 100х150х3000 IEK HDZ,CLP10-100-150-3-M-HDZ,IEK,м,-,3,100х150х3000,100,150,3000
#504010202019,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,1584.42,Лоток перфорированный 100х200х3000 IEK HDZ,CLP10-100-200-3-M-HDZ,IEK,м,-,3,100х200х3000,100,200,3000
#504010202020,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,2134.03,Лоток перфорированный 100х300х3000 IEK HDZ,CLP10-100-300-3-M-HDZ,IEK,м,-,3,100х300х3000,100,300,3000
#504010202021,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,2664.59,Лоток перфорированный 100х400х3000 IEK HDZ,CLP10-100-400-3-M-HDZ,IEK,м,-,3,100х400х3000,100,400,3000
#504010202022,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,3000.81,Лоток перфорированный 100х500х3000 IEK HDZ,CLP10-100-500-3-M-HDZ,IEK,м,-,3,100х500х3000,100,500,3000
#504010202023,IEK_PF_Лоток перфорированный HDZ_L=3000,HDZ,3957.89,Лоток перфорированный 100х600х3000 HDZ IEK,CLP10-100-600-3-M-HDZ,IEK,м,-,3,100х600х3000,100,600,3000
#504010202024,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,564.25,Лоток перфорированный 50х50х2000 HDZ IEK,CLP10-050-050-2-M-HDZ,IEK,м,-,2,50х50х2000,50,50,2000
#504010202025,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,706.9,Лоток перфорированный 50х100х2000 HDZ IEK,CLP10-050-100-2-M-HDZ,IEK,м,-,2,50х100х2000,50,100,2000
#504010202026,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,861.94,Лоток перфорированный 50х150х2000 HDZ IEK,CLP10-050-150-2-M-HDZ,IEK,м,-,2,50х150х2000,50,150,2000
#504010202027,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1007.26,Лоток перфорированный 50х200х2000 HDZ IEK,CLP10-050-200-2-M-HDZ,IEK,м,-,2,50х200х2000,50,200,2000
#504010202028,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1490.84,Лоток перфорированный 50х300х2000 HDZ IEK,CLP10-050-300-2-M-HDZ,IEK,м,-,2,50х300х2000,50,300,2000
#504010202029,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1859.36,Лоток перфорированный 50х400х2000 HDZ IEK,CLP10-050-400-2-M-HDZ,IEK,м,-,2,50х400х2000,50,400,2000
#504010202030,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,2303.88,Лоток перфорированный 50х500х2000 HDZ IEK,CLP10-050-500-2-M-HDZ,IEK,м,-,2,50х500х2000,50,500,2000
#504010202031,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,2874.95,Лоток перфорированный 50х600х2000 HDZ IEK,CLP10-050-600-2-M-HDZ,IEK,м,-,2,50х600х2000,50,600,2000
#504010202032,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,857.34,Лоток перфорированный 80х80х2000 HDZ IEK,CLP10-080-080-2-M-HDZ,IEK,м,-,2,80х80х2000 ,80,80,2000
#504010202033,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,902.46,Лоток перфорированный 80х100х2000 HDZ IEK,CLP10-080-100-2-M-HDZ,IEK,м,-,2,80х100х2000,80,100,2000
#504010202034,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1086.64,Лоток перфорированный 80х150х2000 HDZ IEK,CLP10-080-150-2-M-HDZ,IEK,м,-,2,80х150х2000,80,150,2000
#504010202035,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1225.88,Лоток перфорированный 80х200х2000 HDZ IEK,CLP10-080-200-2-M-HDZ,IEK,м,-,2,80х200х2000,80,200,2000
#504010202036,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1518.97,Лоток перфорированный 80х300х2000 HDZ IEK,CLP10-080-300-2-M-HDZ,IEK,м,-,2,80х300х2000,80,300,2000
#504010202037,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1917.13,Лоток перфорированный 80х400х2000 HDZ IEK,CLP10-080-400-2-M-HDZ,IEK,м,-,2,80х400х2000,80,400,2000
#504010202038,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,2471.22,Лоток перфорированный 80х500х2000 HDZ IEK,CLP10-080-500-2-M-HDZ,IEK,м,-,2,80х500х2000,80,500,2000
#504010202039,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,3259.33,Лоток перфорированный 80х600х2000 HDZ IEK,CLP10-080-600-2-M-HDZ,IEK,м,-,2,80х600х2000,80,600,2000
#504010202040,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1244.81,Лоток перфорированный 100х100х2000 HDZ IEK,CLP10-100-100-2-M-HDZ,IEK,м,-,2,100х100х2000,100,100,2000
#504010202041,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1428.84,Лоток перфорированный 100х150х2000 HDZ IEK,CLP10-100-150-2-M-HDZ,IEK,м,-,2,100х150х2000,100,150,2000
#504010202042,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,1584.42,Лоток перфорированный 100х200х2000 HDZ IEK,CLP10-100-200-2-M-HDZ,IEK,м,-,2,100х200х2000,100,200,2000
#504010202043,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,2134.03,Лоток перфорированный 100х300х2000 HDZ IEK,CLP10-100-300-2-M-HDZ,IEK,м,-,2,100х300х2000,100,300,2000
#504010202044,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,2664.59,Лоток перфорированный 100х400х2000 HDZ IEK,CLP10-100-400-2-M-HDZ,IEK,м,-,2,100х400х2000,100,400,2000
#504010202045,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,3000.82,Лоток перфорированный 100х500х2000 HDZ IEK,CLP10-100-500-2-M-HDZ,IEK,м,-,2,100х500х2000,100,500,2000
#504010202046,IEK_PF_Лоток перфорированный HDZ_L=2000,HDZ,3957.89,Лоток перфорированный 100х600х2000 HDZ IEK,CLP10-100-600-2-M-HDZ,IEK,м,-,2,100х600х2000,100,600,2000
