ID_IEK,FamilyTypeName,Mode,Цена,ADSK_Наименование,ADSK_Код изделия,ADSK_Завод-изготовитель,ADSK_Единица измерения,ADSK_Масса_Текст,Длина изделия,Размер,Высота,Ширина,Длина
#504030100024,ADSK_Проволочный кабельный лоток,OS,2899.4625,Лоток проволочный 100х400 IEK,CLWG10-100-400-3,IEK,м,-,3,100х400х3000,100,400,3000
#504030100025,ADSK_Проволочный кабельный лоток,OS,3349.3125,Лоток проволочный 100х500 IEK,CLWG10-100-500-3,IEK,м,-,3,100х500х3000,100,500,3000
#504030100026,ADSK_Проволочный кабельный лоток,OS,3864.435,Лоток проволочный 100х600 IEK,CLWG10-100-600-3,IEK,м,-,3,100х600х3000,100,600,3000
#504020101001,ADSK_Лестничный кабельный лоток,OS,510.5625,"Лоток лестничный LESTA 55х200х3000-1,2 IEK",CLM40-055-200-3-120,IEK,м,-,3,55х200х3000,55,200,3000
#504020101002,ADSK_Лестничный кабельный лоток,OS,548.0175,"Лоток лестничный LESTA 55х300х3000-1,2 IEK",CLM40-055-300-3-120,IEK,м,-,3,55х300х3000,55,300,3000
#504020101003,ADSK_Лестничный кабельный лоток,OS,580.995,"Лоток лестничный LESTA 55х400х3000-1,2 IEK",CLM40-055-400-3-120,IEK,м,-,3,55х400х3000,55,400,3000
#504020101004,ADSK_Лестничный кабельный лоток,OS,616.215,"Лоток лестничный LESTA 55х500х3000-1,2 IEK",CLM40-055-500-3-120,IEK,м,-,3,55х500х3000,55,500,3000
#504020101005,ADSK_Лестничный кабельный лоток,OS,651.39,"Лоток лестничный LESTA 55х600х3000-1,2 IEK",CLM40-055-600-3-120,IEK,м,-,3,55х600х3000,55,600,3000
#504020101006,ADSK_Лестничный кабельный лоток,OS,734.04,"Лоток лестничный LESTA 80х200х3000-1,2 IEK",CLM40-080-200-3-120,IEK,м,-,3,80х200х3000,80,200,3000
#504020101007,ADSK_Лестничный кабельный лоток,OS,768.9975,"Лоток лестничный LESTA 80х300х3000-1,2 IEK",CLM40-080-300-3-120,IEK,м,-,3,80х300х3000,80,300,3000
#504020101008,ADSK_Лестничный кабельный лоток,OS,803.94,"Лоток лестничный LESTA 80х400х3000-1,2 IEK",CLM40-080-400-3-120,IEK,м,-,3,80х400х3000,80,400,3000
#504020101009,ADSK_Лестничный кабельный лоток,OS,838.905,"Лоток лестничный LESTA 80х500х3000-1,2 IEK",CLM40-080-500-3-120,IEK,м,-,3,80х500х3000,80,500,3000
#504020101010,ADSK_Лестничный кабельный лоток,OS,873.84,"Лоток лестничный LESTA 80х600х3000-1,2 IEK",CLM40-080-600-3-120,IEK,м,-,3,80х600х3000,80,600,3000
#504020101011,ADSK_Лестничный кабельный лоток,OS,816.51,"Лоток лестничный LESTA 100х200х3000-1,2 IEK",CLM40-100-200-3-120,IEK,м,-,3,100х200х3000,100,200,3000
#504020101012,ADSK_Лестничный кабельный лоток,OS,874.83,"Лоток лестничный LESTA 100х300х3000-1,2 IEK",CLM40-100-300-3-120,IEK,м,-,3,100х300х3000,100,300,3000
#504020101013,ADSK_Лестничный кабельный лоток,OS,909.84,"Лоток лестничный LESTA 100х400х3000-1,2 IEK",CLM40-100-400-3-120,IEK,м,-,3,100х400х3000,100,400,3000
#504020101014,ADSK_Лестничный кабельный лоток,OS,956.4825,"Лоток лестничный LESTA 100х500х3000-1,2 IEK",CLM40-100-500-3-120,IEK,м,-,3,100х500х3000,100,500,3000
#504020101015,ADSK_Лестничный кабельный лоток,OS,1006.05,"Лоток лестничный LESTA 100х600х3000-1,2 IEK",CLM40-100-600-3-120,IEK,м,-,3,100х600х3000,100,600,3000
#504020102001,ADSK_Лестничный кабельный лоток,OS,600.375,"Лоток лестничный LESTA 55х200х3000-1,5 IEK",CLM40-055-200-3-150,IEK,м,-,3,55х200х3000,55,200,3000
#504020102002,ADSK_Лестничный кабельный лоток,OS,626.43,"Лоток лестничный LESTA 55х300х3000-1,5 IEK",CLM40-055-300-3-150,IEK,м,-,3,55х300х3000,55,300,3000
#504020102003,ADSK_Лестничный кабельный лоток,OS,675.7725,"Лоток лестничный LESTA 55х400х3000-1,5 IEK",CLM40-055-400-3-150,IEK,м,-,3,55х400х3000,55,400,3000
#504020102004,ADSK_Лестничный кабельный лоток,OS,764.6325,"Лоток лестничный LESTA 55х500х3000-1,5 IEK",CLM40-055-500-3-150,IEK,м,-,3,55х500х3000,55,500,3000
#504020102005,ADSK_Лестничный кабельный лоток,OS,821.925,"Лоток лестничный LESTA 55х600х3000-1,5 IEK",CLM40-055-600-3-150,IEK,м,-,3,55х600х3000,55,600,3000
#504020102006,ADSK_Лестничный кабельный лоток,OS,840.525,"Лоток лестничный LESTA 80х200х3000-1,5 IEK",CLM40-080-200-3-150,IEK,м,-,3,80х200х3000,80,200,3000
#504020102007,ADSK_Лестничный кабельный лоток,OS,856.065,"Лоток лестничный LESTA 80х300х3000-1,5 IEK",CLM40-080-300-3-150,IEK,м,-,3,80х300х3000,80,300,3000
#504020102008,ADSK_Лестничный кабельный лоток,OS,914.8575,"Лоток лестничный LESTA 80х400х3000-1,5 IEK",CLM40-080-400-3-150,IEK,м,-,3,80х400х3000,80,400,3000
#504020102009,ADSK_Лестничный кабельный лоток,OS,980.205,"Лоток лестничный LESTA 80х500х3000-1,5 IEK",CLM40-080-500-3-150,IEK,м,-,3,80х500х3000,80,500,3000
#504020102010,ADSK_Лестничный кабельный лоток,OS,1029.21,"Лоток лестничный LESTA 80х600х3000-1,5 IEK",CLM40-080-600-3-150,IEK,м,-,3,80х600х3000,80,600,3000
#504020102011,ADSK_Лестничный кабельный лоток,OS,960.6,"Лоток лестничный LESTA 100х200х3000-1,5 IEK",CLM40-100-200-3-150,IEK,м,-,3,100х200х3000,100,200,3000
#504020102012,ADSK_Лестничный кабельный лоток,OS,1029.21,"Лоток лестничный LESTA 100х300х3000-1,5 IEK",CLM40-100-300-3-150,IEK,м,-,3,100х300х3000,100,300,3000
#504020102013,ADSK_Лестничный кабельный лоток,OS,1070.385,"Лоток лестничный LESTA 100х400х3000-1,5 IEK",CLM40-100-400-3-150,IEK,м,-,3,100х400х3000,100,400,3000
#504020102014,ADSK_Лестничный кабельный лоток,OS,1125.27,"Лоток лестничный LESTA 100х500х3000-1,5 IEK",CLM40-100-500-3-150,IEK,м,-,3,100х500х3000,100,500,3000
#504020102015,ADSK_Лестничный кабельный лоток,OS,1183.59,"Лоток лестничный LESTA 100х600х3000-1,5 IEK",CLM40-100-600-3-150,IEK,м,-,3,100х600х3000,100,600,3000
#504020102016,ADSK_Лестничный кабельный лоток,OS,2511.5025,"Лоток лестничный LESTA 150х200х3000-1,5 IEK",CLM40-150-200-3-150,IEK,м,-,3,150х200х3000,150,200,3000
#504020102017,ADSK_Лестничный кабельный лоток,OS,2690.865,"Лоток лестничный LESTA 150х300х3000-1,5 IEK",CLM40-150-300-3-150,IEK,м,-,3,150х300х3000,150,300,3000
#504020102018,ADSK_Лестничный кабельный лоток,OS,2870.265,"Лоток лестничный LESTA 150х400х3000-1,5 IEK",CLM40-150-400-3-150,IEK,м,-,3,150х400х3000,150,400,3000
#504020102019,ADSK_Лестничный кабельный лоток,OS,3049.6575,"Лоток лестничный LESTA 150х500х3000-1,5 IEK",CLM40-150-500-3-150,IEK,м,-,3,150х500х3000,150,500,3000
#504020102020,ADSK_Лестничный кабельный лоток,OS,3229.0725,"Лоток лестничный LESTA 150х600х3000-1,5 IEK",CLM40-150-600-3-150,IEK,м,-,3,150х600х3000,150,600,3000
#504020101001,ADSK_Лестничный кабельный лоток,OS,510.5625,Лоток лестничный 55х200х3000/Данный размер снят с производства — используйте 55х200х3000,CLM40-055-200-3-120,IEK,м,-,3,50х200х3000,50,200,3000
#504020101002,ADSK_Лестничный кабельный лоток,OS,548.0175,Лоток лестничный 55х300х3000/Данный размер снят с производства — используйте 55х300х3000,CLM40-055-300-3-120,IEK,м,-,3,50х300х3000,50,300,3000
#504020101003,ADSK_Лестничный кабельный лоток,OS,580.995,Лоток лестничный 55х400х3000/Данный размер снят с производства — используйте 55х400х3000,CLM40-055-400-3-120,IEK,м,-,3,50х400х3000,50,400,3000
#504020101004,ADSK_Лестничный кабельный лоток,OS,616.215,Лоток лестничный 55х500х3000/Данный размер снят с производства — используйте 55х500х3000,CLM40-055-500-3-120,IEK,м,-,3,50х500х3000,50,500,3000
#504020101005,ADSK_Лестничный кабельный лоток,OS,651.39,Лоток лестничный 55х600х3000/Данный размер снят с производства — используйте 55х600х3000,CLM40-055-600-3-120,IEK,м,-,3,50х600х3000,50,600,3000
